,amenities,usableAreas,description,title,unitTypes,parkingSpaces,suites,bathrooms,usageTypes,bedrooms,neighborhood,lat,lon,condoFee,rentPrice,iptu
61,"['KITCHEN', 'SERVICE_AREA']",92.0,"(CA1318)Casa 92m² - J. America - Fortaleza/CE<br><br>Casa contendo sala,2 quartos, cozinha, área de serviço e quintal.<br><br> -- Nossa equipe está a sua disposição! Quer alugar um imóvel? Entre em contato com nosso setor de locação: (Whatsapp). <br>Quer comprar um Imóvel? Entre em contato com nosso setor de vendas: (WhatsApp). <br>É proprietário, tem imóvel para vender ou alugar? Entre em contato com nosso setor de captação: (Whatsapp). <br><br>Siga nossas redes sociais: <br>Instagram: @setaimobiliaria <br>FaceBook: /setaimobiliaria <br><br>IMÓVEIS? SIGA A SETA! <br> <br>Rua Barão de Aratanha, 1184 – Fátima – Fortaleza/CE",(CA1318)Casa 92m² - J. America - Fortaleza/CE,HOME,0.0,0.0,0.0,RESIDENTIAL,2.0,Jardim América,-3.753498,-38.542491,0,600,105
62,[],45.0,"Alugo kitnet com garagem na Cidade 2000<br><br>- Garagem <br>- Sala <br>- Cozinha com bancada americana<br>- Suíte <br>- Área de serviço<br><br>R$ 1.100,00 <br><br><br>Atualizado em",ALUGO CASA 01 QUARTO COM GARAGEM - CA525,HOME,1.0,0.0,0.0,RESIDENTIAL,1.0,Cidade 2000,-3.751397,-38.469213,0,1100,0
63,"['KITCHEN', 'SERVICE_AREA']",55.0,Ótimo Apartamento<br>Com 2 Quartos - Sala de Estar e Jantar - Cozinha (Americana) - WC Social - 01 Vaga de Garagem! -,"Apartamento com 2 dormitórios para alugar, 55 m² por R$ 750,00/mês - Cidade dos Funcionários - Forta",APARTMENT,1.0,0.0,0.0,RESIDENTIAL,2.0,Cidade dos Funcionários,-3.7304512,-38.5217989,0,750,0
64,"['GATED_COMMUNITY', 'ELEVATOR']",50.0,"AV ANA BILHAR, 491 - APTO. 1504 ED. HAMILTON NOGUEIRA MEIRELES.<br>Aluguel: R$ 1.500,00 - Condomínio: R$ 586,00 - IPTU 2022 R$ 88,52 50m²<br>Apartamento com 1 dormitório/suíte com armário, 2 banheiros, 1 sala, cozinha com armários, área de serviço, 1 vaga de garagem.<br>Seg. incêndio 236,00. -","Apartamento com 1 dormitório para alugar, 50 m² por R$ 1.500,00/mês - Aldeota - Fortaleza/CE",APARTMENT,0.0,1.0,1.0,RESIDENTIAL,1.0,Meireles,-3.7304512,-38.5217989,586,1500,89
65,"['GOURMET_BALCONY', 'INTERCOM', 'SERVICE_AREA']",146.0,"EDIFÍCIO RUFINO - 03 QUARTOS SENDO 02 SUÍTES, SALA DE ESTAR E JANTAR, COZINHA, ARMÁRIOS, ÁREA DE SERVIÇO, DEPENDÊNCIA DE EMPREGADA, PINTURA NOVA, POSSUI ELEVADOR, LOCALIZAÇÃO EXCELENTE, PRÓXIMO DA PRAIA DE IRACEMA E DE COMÉRCIOS. AGENDE SUA VISITA HOJE PELO WHATSAPP - 85..","EDIFÍCIO RUFINO - 03 QUARTOS SENDO 02 SUÍTES, SALA DE ESTAR E JANTAR, COZINHA, ARMÁRIOS, ÁREA DE SER",APARTMENT,1.0,2.0,2.0,RESIDENTIAL,3.0,Aldeota,-3.732544,-38.502258,450,1800,1641
66,[],3969.0,TERRENO para alugar no bairro H JORGE,TERRENO para alugar na cidade de FORTALEZA-CE,RESIDENTIAL_ALLOTMENT_LAND,0.0,0.0,0.0,RESIDENTIAL,0.0,Henrique Jorge,-3.766053,-38.575932,0,40000,0
67,[],80.0,"APTO EM ÓTIMO ESTADO COM 01 VAGA, VARANDA, 02 DORMITORIOS, COZINHA PROX. AO GINÁSIO PAULO SARASATE. ED. JOAQUIM MORGAN.","APTO EM ÓTIMO ESTADO COM 01 VAGA, VARANDA, 02 DORMITORIOS, COZINHA PROX. AO GINÁSIO PAULO SARASATE.",APARTMENT,1.0,0.0,0.0,RESIDENTIAL,2.0,Centro,-3.737126,-38.517365,247,900,222
68,"['ELECTRONIC_GATE', 'PETS_ALLOWED']",93.0,O apartamento no bairro Aldeota com 93 metros quadrados com 2 quartos e 2 banheiros,Apartamento para aluguel tem 93 metros quadrados com 2 quartos em Aldeota - Fortaleza - CE,APARTMENT,1.0,0.0,0.0,RESIDENTIAL,2.0,Aldeota,-3.735153,-38.511331,590,1200,700
69,"['ELEVATOR', 'GYM', 'GARDEN', 'SERVICE_AREA', 'PLAYGROUND', 'SPORTS_COURT', 'KITCHEN', 'INTERCOM', 'ALARM_SYSTEM']",117.0,"Apartamento com 117 m², 3 Suítes + DCE, 2 Vagas, Sala de estar, Cozinha e Varanda. A 50 m do HGF e a 5 min do Riomar Fortaleza. Condomínio com Salão de festas, Quadra e Playground.<br><br>*Os preços, valores e informações contidos nesta página podem sofrer alterações sem aviso prévio. Por esse motivo todas as informações devem ser confirmadas com o departamento comercial da PSC Empreendimentos Imobiliários. -","Apartamento com 3 dormitórios, 117 m² - venda por R$ 349.000,00 ou aluguel por R$ 1.300,00/mês - Pap",APARTMENT,2.0,3.0,3.0,RESIDENTIAL,3.0,Papicu,-3.7304512,-38.5217989,1010,1300,81
70,[],90.0,"AV LUCIANO CARNEIRO, 869 - APTO. 301 BL 07 C OND. IRMÃOS CARVALHO - FÁTIMA.<br>Aluguel: R$ 1.500,00 IPTU 2022 R$ 73,59 x 7 - Área 90m²<br>Apartamento varanda, sala, 3 quartos sendo 1 suíte, (não tem armários nos quartos), 3 banheiros, cozinha, área de serviço, dependência de empregada completa, 1 vaga de garagem.<br>OBS: Rateio de despesas. Seg. incêndio anual R$ 230,00 -","Apartamento com 3 dormitórios para alugar, 90 m² por R$ 1.500/mês - Fátima - Fortaleza/CE",APARTMENT,0.0,1.0,1.0,RESIDENTIAL,3.0,Fátima,-3.7304512,-38.5217989,0,1500,74
71,[],80.0,"Apartamento espaçoso para locação localizado no terceiro (e último andar) de condomínio na Avenida Luciano Carneiro.<br><br>Possui 3 quartos (sendo um suíte), 1 WC social, sala, cozinha, dependência + banheiro, alguns móveis (usados) nos quartos, e uma vaga de garagem.<br>No valor do condomínio está incluso apenas a água. Energia e gás são individuais.<br>Ideal pra você e sua família desfrutarem de um lar maravilhoso, seguro, próximo a farmácias, hospital, mercados e a poucos minutos do Aeroporto Pinto Martins.<br><br>Aluguel R$1.100,00<br>Seguro Incêndio R$300,00 anual (aproximadamente, valor pode alterar)<br><br>Endereço: Avenida Luciano Carneiro, 2365 (Condomínio Luciano Carneiro)<br>Documentação necessária: RG, CPF, comprovação de renda dos últimos 3 meses e 3 cauções.",Apartamento para aluguel 3 quartos + dependência - Luciano Carneiro,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,4.0,Vila União,-3.768946,-38.537788,670,1100,0
72,[],122.0,"A casa no bairro Aldeota possui 122 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros, sala, cozinha, área de serviço e varanda.",Casa para aluguel com 122 metros quadrados com 3 quartos em Aldeota - Fortaleza - CE,HOME,2.0,1.0,1.0,RESIDENTIAL,3.0,Aldeota,-3.739417,-38.502731,0,2700,1300
73,['ELEVATOR'],33.0,"Oportunidade de negócio!!<br>LOCAÇÃO de sala com 33m², a sala possuí um banheiro próprio, uma vaga de garagem própria.<br>O prédio dispõe de uma estrutura completa para qualquer tipo de negócio.<br><br>SCOPA PLATINUM CORPORATE<br>- 15 Elevadores sendo 1 panorâmico;<br>- Central de água mineral;<br>- Sistema de segurança eletrônico com equipamentos: alarme, câmeras digitais e sistema de gravações em HD;<br>- Área verde, com jardim;<br>- Área de convivência com restaurante e academia em auto padrão;<br>- Auditório para convenções isolado acusticamente e climatizado.<br><br>Localização Privilegiada, próximo a Praça Luiza Távora, Academia Selfit, Mercadinho São Luiz, Banco Bradesco, Banco do Nordeste, Chico do Caranguejo, Farmácia Pague Menos e Drogasil, Cartório Miranda Bezerra, Centro de Pneumologia do Ceará, Hospital São Raimundo.<br><br>Siga nossas Redes Sociais<br>Instagram: @antonionetoimoveis<br>YouTube: Imobiliária Antônio Neto Imóveis<br>AGENDE SUA VISITA! -",Sala para alugar na Aldeota - Fortaleza/CE - Ed. Scopa Platinum Corporate - Próximo a praça Luiza Tá,OFFICE,1.0,0.0,0.0,COMMERCIAL,0.0,Aldeota,-3.733216,-38.509397,486,1750,125
74,"['INTERCOM', 'SERVICE_AREA']",87.0,"Excelente apto 87m² com 03 qtos, sendo uma suíte com móveis fixos.<br>01 wc social ,sala em L , cozinha, área de serviço, 01 vaga, área de lazer, salão de festas, sistema de portara e quadra de Esportes. -","Apartamento para alugar, 87 m² por R$ 1.300,00/mês - Vicente Pinzon - Fortaleza/CE",APARTMENT,1.0,1.0,1.0,RESIDENTIAL,3.0,Vicente Pinzon,-3.7304512,-38.5217989,330,1300,0
75,[],40.0,"Apartamento no bairro Rodolfo Teófilo, localizado na rua Coronel Nunes de Melo, a poucos metros das avenidas Humberto Monte e José Bastos, próximo ao Centerbox Supermercados. Imóvel compacto, com 40m², 2 quartos, sendo 1 suíte reversível, sala, cozinha, piso de cerâmica e vaga para 1 moto na garagem. Agende sua visita!",FORTALEZA - Apartamento Padrão - RODOLFO TEÓFILO,APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Rodolfo Teófilo,-3.7304512,-38.5217989,0,630,0
76,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GOURMET_SPACE', 'GARDEN', 'PARTY_HALL', 'BICYCLES_PLACE', 'CONCIERGE_24H', 'SAUNA']",300.0,O apartamento está localizado no bairro Mucuripe com 300 metros quadrados com 4 quartos sendo 4 suites e 4 banheiros,Apartamento beira mar sem mobilia,APARTMENT,4.0,4.0,4.0,RESIDENTIAL,4.0,Mucuripe,-3.722988,-38.482788,3000,8500,13200
77,[],40.0,"O consultório no bairro Aldeota tem 40 metros quadrados, com 01 vaga de garagem, divisória e móveis fixos",Consultório (área de saúde) para aluguel possui 40 metros quadrados em Aldeota - Fortaleza - CE,OFFICE,0.0,0.0,0.0,COMMERCIAL,0.0,Aldeota,-3.731616,-38.513688,544,1200,63
78,"['ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'PETS_ALLOWED', 'GARDEN', 'PLAYGROUND', 'PARTY_HALL', 'CONCIERGE_24H', 'RECREATION_AREA', 'ALARM_SYSTEM', 'GAMES_ROOM', 'ELECTRONIC_GATE']",91.0,"Apartamento com 91m2, nascente total, 3 quartos (2 suítes), sala, banheiro social, cozinha, área de serviço e dependência completa.<br>ARMÁRIOS na sala, na cozinha, nos banheiros e em 02 suítes;<br><br>GUARDA-ROUPA nos 03 quartos;<br><br>BOX nos banheiros e espelhos sob as pias;<br><br>PISO em cerâmica;<br><br>CORTINAS nas janelas;<br><br>Na sala há 01 mesa com cadeiras e 01 painel projetado para TV.<br><br>No condomínio tem salão de festas, playground, quadra de futebol, academia de ginástica e amplo espaço para lazer.<br><br>Vaga de garagem 02.",Ed. VILLA REAL,APARTMENT,2.0,2.0,2.0,RESIDENTIAL,3.0,Cocó,-3.748126,-38.491337,800,1850,0
79,"['POOL', 'FURNISHED', 'BACKYARD', 'PETS_ALLOWED', 'AIR_CONDITIONING', 'GARDEN', 'NEAR_ACCESS_ROADS', 'NEAR_SCHOOL', 'NEAR_HOSPITAL', 'NEAR_SHOPPING_CENTER', 'NEAR_PUBLIC_TRANSPORT']",260.0,"Para as famílias que gostam de espaço e comodidade, esse imóvel é o ideal! A casa, situada no bairro Vicente Pinzon, é bem localizada e uma ótima opção de moradia para uma família grande. O imóvel é mobiliado e possui 260m², distribuídos em: sala, 4 quartos sendo 3 suíte, 5 banheiros, cozinha grande, sala de janta, área de serviço, uma linda piscina para reunir amigos e família e garagem com 4 vagas. O imóvel é próximo de vias de acesso e transporte público, posto de saúde, supermercados, além de vários restaurantes e bares. Esse pode ser o seu novo canto! Não perca tempo e agende logo a sua visita.]]>",,HOME,4.0,3.0,3.0,RESIDENTIAL,4.0,Vicente Pinzon,-3.732526,-38.477731,0,4600,260
80,['PETS_ALLOWED'],35.0,"*LOCAMOS RAPIDO E FACIL, APENAS 1 CAUÇÃO* <br>Excelente apartamento/kitnet todo na cerâmica com água inclusa, ótima localização e um excelente custo beneficio, próximo à estação do METROFOR, paradas de ônibus para o Terminal do Siqueira e da Parangaba, escolas, supermercados e farmácias.<br>Perto de tudo o que você precisa e com tudo o que você merece!<br>*Excelente apartamento/kitnet todo na cerâmica com água inclusa, ótima localização e um excelente custo beneficio, próximo à estação do METROFOR, paradas de ônibus para o Terminal do Siqueira e da Parangaba, escolas, supermercados e farmácias.<br>Perto de tudo o que você precisa e com tudo o que você merece!<br><br>O apartamento possui 01 quarto, 01 banheiro, sala ampla, cozinha confortável, 01 área de serviço, vaga para moto.<br><br>*LOCAMOS RAPIDO E FACIL, APENAS 1 CAUÇÃO*<br><br>Marque já uma visita! Fone: <br><br>WhatsApp:","Apartamento Presidente Vagas, 1 quarto, banheiro, sala/cozinha, vaga p/ moto.",APARTMENT,0.0,0.0,0.0,RESIDENTIAL,1.0,Parque Presidente Vargas,-3.823614,-38.59629,0,420,0
81,"['KITCHEN', 'BALCONY']",72.0,"SAN SIRO IMÓVEIS - Excelente apartamento prático e funcional, 100% MOBILIADO (tudo novo!), próximo das Avs. Monsenhor Tabosa e BEIRA MAR! Localização privilegiada e c/ fácil acesso a ampla rede de serviços do Meireles e Centro da cidade!!! .<br>Apartamento de 72,65m, 100% MOBILIADO, com: 03 Dormitórios (sendo 01 Suíte Plena c/ Varanda Privativa Projetada c/ Air Split + 01 Suíte Reversível, ambas c/ WC´s c/ Armários e Blindex + 01 Quarto), Sala de Estar, Sala de Jantar, Varanda c/ Vista Panorâmica e Mar Parcial, WC Social c/ Blindex e Armários, Copa/Cozinha Convencional Projetada, Área de Serviço, WC de Serviço (podendo ser utilizado como Despensa ou Depósito Individual), Piso em Cerâmica, 100% Nascente e 02 VAGAS de Garagem Cobertas!<br><br>LOCAÇÃO - 100% MOBILIADO (MÓVEIS E ELETRODOMÉSTICOS NOVOS!!!) - NASCENTE - ANDAR ALTO - LINDA VISTA PANORÂMICA E MAR PARCIAL - PERTINHO DA AV. BEIRA MAR - VASTA REDE DE SERVIÇOS AO SEU DISPOR - OPORTUNIDADE IMPERDÍVEL DE MORADIA BEM LOCALIZADA!!!<br><br>O Condomínio oferece: Salão de Festas, Hall Social, Praça de Convivência, Jardim Gramado, Sistema de Segurança, Guarita Elevada, Interfone, Portão Automático, Grupo Gerador, Central de Gás, Poço Profundo, 02 Elevadores.<br><br>*** AGENDE VISITA C/ PEDRO BENEVIDES - F: (85) 3082.3350 / 99992.2070 ou ALEX LIMBERGER - F: (85) 98791.0101 ***<br>Link do imóvel no site da imobiliária: http://www.sansiroimoveis.com.br/imovel/1371371-locacao+-+apartamento+-+03+quartos+-+praia+iracema?origem=I",LOCAÇÃO - APARTAMENTO - 03 QUARTOS - PRAIA IRACEMA,APARTMENT,2.0,2.0,2.0,RESIDENTIAL,3.0,Meireles,-3.722113,-38.51145,694,2100,0
82,[],50.0,"Kitnet , com uma excelente estrutura com portão eletrônico e cerca elétrica , fica próximo a Igreja Batista.<br><br>- 01 Quarto sendo suíte<br>- Sala <br>- Cozinha com bancada americana<br>- Área de serviço<br>- Sacada<br><br><br><br><br> <br><br><br> <br><br><br> <br><br><br>Aluguel: R$ 1.000,00 reais<br>Taxa de Rateio : R$50,00 <br><br><br> <br><br><br>CRECI 19070J<br><br><br>Atualizado em",Kitnets na cidade 2000 - KI340,APARTMENT,1.0,0.0,0.0,RESIDENTIAL,1.0,Cidade 2000,-3.752332,-38.474247,50,1000,0
83,"['KITCHEN', 'BACKYARD', 'SERVICE_AREA']",97.0,"(J-211) Imóvel para locação na Rua Padre Maximo Feitosa n°189 Presidente. Kennedy Fortaleza - Ceará. Com Garagem, Sala, Banheiro, Cozinha, 03 Quartos sendo uma suite, Área de Serviço e Quintal.<br>Entre em contato conosco!<br><br>Sede - Fortaleza: WhatsApp . Unidade Eusébio: 85 3287.5555<br>Atendimento de segunda a sexta das h às h e no sábado das h às h.<br>*imóvel sujeito a alteração de valor sem aviso prévio. -","Casa com 3 dormitórios para alugar, 97 m² por R$ 959,00/mês - Presidente Kennedy - Fortaleza/CE",HOME,1.0,1.0,1.0,RESIDENTIAL,3.0,Presidente Kennedy,-3.7304512,-38.5217989,0,959,0
84,[],30.0,-Pintura nova <br>-01 banheiro<br>-Porta de ferro<br>-Estacionamento<br>-Localizada em centro comercial com 6 lojas,LOJA COM 30m2 PRÓXIMA À AV. AGUANAMBI E À AV. DOMINGOS OLÍMPIO,BUSINESS,0.0,0.0,0.0,COMMERCIAL,0.0,José Bonifácio,-3.740225,-38.526116,160,1000,0
85,"['POOL', 'BARBECUE_GRILL', 'ELEVATOR', 'GATED_COMMUNITY', 'GYM', 'AIR_CONDITIONING', 'PARTY_HALL', 'NEAR_ACCESS_ROADS', 'NEAR_SCHOOL', 'NEAR_HOSPITAL', 'NEAR_SHOPPING_CENTER', 'INTERCOM', 'ALARM_SYSTEM', 'NEAR_PUBLIC_TRANSPORT', 'SECURITY_24_HOURS', 'SAFETY_CIRCUIT', 'ADULT_POOL']",63.0,"Apartamento 100% mobiliado e climatizado, com área privativa de 68,00 m², dividido em duas suítes, sala de estar/ jantar, varanda social, cozinha americana, área de serviço e uma vaga de garagem privativa. <br><br>Infraestrutura: <br><br>Hall social, lobby com TV, recepção 24hs, portaria 24hs, zeladoria, piscina adulto/ infantil, deck com churrasqueira, sauna, fitness, sala de eventos e vagas rotativas para visitantes (grátis). <br><br>Empreendimento composto por 16 pavimentos tipos, sendo 02 (dois) elevadores (social/serviço), pilotis e subsolo de garagem.<br><br>Ponto de Referência: 400 m do Iate Clube de Fortaleza.<br><br>*Incluindo todas as despesas locatícias as quais são: Taxa de condomínio, consumo de água, Taxa do SPU, Foro da União, Internet, TV a Cabo e IPTU. (Exceto consumo de energia elétrica)<br>Valor com contrato anual R$ 2.900,00 incluso condomínio.<br><br>Rotas:<br>● Feirinha da Beira Mar: 3 km ou 9 min. de carro.<br>● Praia do Futuro: 3 km ou 9 min. de carro.<br>● Praça Portugal: 3,5 km ou 9 min. de carro.<br>● Shopping Del Paseo: 3,4 Km ou 9 min. de carro.<br>● Praia de Iracema: 5 Km ou 11 min. de carro.<br>● Shopping Riomar: 5,8 Km ou 12 min. de carro.<br>● Shopping Iguatemi: 6,4 Km ou 14 min. de carro.<br>● Aeroporto Internacional de Fortaleza: 11.3 km ou 18 min. de carro.","Venha viver à Beira Mar de Fortaleza, com a melhor vista de Cidade!",APARTMENT,1.0,2.0,2.0,RESIDENTIAL,2.0,Meireles,-3.722043,-38.479347,0,2450,0
86,[],70.0,"Apartamentos Novos na Vila Pery!<br><br>Localização Privilégiada na Rua Antônio Costa Mendes<br><br>Imóvel com 70 m² área privativa com Sala com 02 Ambientes, Cozinha Americana, 02 Quartos, 01 Banheiro Social com Blindex e Área de Serviço.<br><br>OBS: NÃO POSSUI VAGA DE GARAGEM<br><br>Agende sua visita !! -","Apartamento com 2 dormitórios para alugar, 70 m² por R$ 450,00/mês - Vila Peri - Fortaleza/CE",APARTMENT,0.0,0.0,0.0,RESIDENTIAL,2.0,Parque São José,-3.7304512,-38.5217989,0,450,0
87,[],24.0,Apartamento Compacto Novo<br>A 100m da Av. Rogaciano Leite<br>Por trás da Codisman<br>1 Suíte<br>Sala/Cozinha<br>Portaria e Cerca Elétrica<br>Preparação para Split<br>Ótimo Acabamento<br><br><b>Faça contato também pelo WhatsApp: (85) 98807.4747</b><br><b>Facebook: Brasil de Andrade Imóveis</b><br> <br><br><br>Chave do anúncio: RswQPDnrwAwJVnnG,Apartamento Quitinete para Aluguel em Engenheiro Luciano Cavalcante Fortaleza-CE,KITNET,0.0,1.0,1.0,RESIDENTIAL,1.0,Engenheiro Luciano Cavalcante,-3.7304512,-38.5217989,0,500,32
88,"['DISABLED_ACCESS', 'BICYCLES_PLACE']",84.0,O ponto comercial/loja/box está localizado no bairro Meireles com 84 metros quadrados e 2 banheiros,Ponto comercial/Loja/Box para aluguel possui 84 metros quadrados em Meireles - Fortaleza - CE,BUSINESS,0.0,0.0,0.0,COMMERCIAL,0.0,Meireles,-3.730941,-38.490423,712,7600,0
89,[],60.0,"O apartamento está localizado no bairro Cajazeiras com 60m², sendo 3 quartos , 1 banheiro, sala de estar e jantar, cozinha, área de serviço.<br>Possui armários na cozinha e guarda roupa em quarto.<br>Condomínios fechado.<br>Apartamento no térreo.",Apartamento Green Park no bairro Cajazeiras.,APARTMENT,1.0,0.0,0.0,RESIDENTIAL,3.0,Cajazeiras,-3.797206,-38.51013,0,1000,0
90,"['KITCHEN', 'INTERCOM', 'ALARM_SYSTEM', 'SERVICE_AREA']",75.0,"Ótimo apartamento no 3º andar do Edifício Tiago Goes Bezerra III, no bairro Engenheiro Luciano Cavalcante, a 2 minutos do Hiper Bompreço da Av. Washington Soares.<br><br>75 m² com sala, cozinha americana, 3 quartos (sendo 1 suíte), WC social.<br>Armários projetados na cozinha e nos banheiros.<br>Banheiros com blindex.<br><br>1 vaga na garagem.<br><br>Taxa de condomínio informada: R$ 417,00.<br><br>Agende sua visita!!! -","Apto. com 3 quartos para alugar, 75 m² por R$ 1000/mês - Engenheiro Luciano Cavalcante - Fortaleza/C",APARTMENT,1.0,1.0,1.0,RESIDENTIAL,3.0,Engenheiro Luciano Cavalcante,-3.78276,-38.486498,417,1000,0
91,[],53.0,"Edificio Cidade. Apartamento, totalmente vista mar, em andar alto, localizado no bairro Centro de Fortaleza!‽ Possui 2 quartos, sendo 1 suite e 1 banheiro.<br><br>O prédio possui uma área de lazer completa com piscina, academia, sauna, dentre outros.<br><br>Aluguel: R$ 1728<br>Condominio: R$ 260<br><br>Corretor: Rudah Amaral<br>CRECI: 8236 F","Apartamento totalmente vista mar, com 2 quartos, sendo uma suite.",APARTMENT,1.0,1.0,1.0,RESIDENTIAL,2.0,Centro,-3.7304512,-38.5217989,260,1728,0
